message_id,logid,symbol,meaning,type,category,severity,wazuh_rule_id,source_url
12293,0314012293,LOG_ID_WEB_CONTENT_SEARCH,Search phrase detected,Webfilter,content,Notice,118226,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12293/12293-log-id-web-content-search
12544,0315012544,LOG_ID_URL_FILTER_BLOCK,URL address was blocked because it was found in the URL filter list,Webfilter,urlfilter,Warning,118227,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12544/12544-log-id-url-filter-block
12545,0315012545,LOG_ID_URL_FILTER_EXEMPT,URL address was exempted because it was found in the URL filter list,Webfilter,urlfilter,Information,118228,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12545/12545-log-id-url-filter-exempt
12546,0315012546,LOG_ID_URL_FILTER_ALLOW,URL address was allowed because it was found in the URL filter list,Webfilter,urlfilter,Information,118229,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12546/12546-log-id-url-filter-allow
12547,0315012547,LOG_ID_URL_FILTER_INVALID_HOSTNAME_HTTP_BLK,The request contained an invalid domain name,Webfilter,urlfilter,Notice,118230,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12547/12547-log-id-url-filter-invalid-hostname-http-blk
12548,0315012548,LOG_ID_URL_FILTER_INVALID_HOSTNAME_HTTPS_BLK,HTTP certificate request contained an invalid domain name,Webfilter,urlfilter,Notice,118231,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12548/12548-log-id-url-filter-invalid-hostname-https-blk
12549,0315012549,LOG_ID_URL_FILTER_INVALID_HOSTNAME_HTTP_PASS,HTTP request contained an invalid name so the session has been filtered by IP only,Webfilter,urlfilter,Information,118232,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12549/12549-log-id-url-filter-invalid-hostname-http-pass
12550,0315012550,LOG_ID_URL_FILTER_INVALID_HOSTNAME_HTTPS_PASS,HTTPS request contained an invalid name so the session has been filtered by IP only,Webfilter,urlfilter,Information,118233,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12550/12550-log-id-url-filter-invalid-hostname-https-pass
12551,0315012551,LOG_ID_URL_FILTER_INVALID_HOSTNAME_SNI_BLK,Insufficient resources,Webfilter,urlfilter,Notice,118234,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12551/12551-log-id-url-filter-invalid-hostname-sni-blk
12552,0315012552,LOG_ID_URL_FILTER_INVALID_HOSTNAME_SNI_PASS,Getting the host name failed,Webfilter,urlfilter,Information,118235,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12552/12552-log-id-url-filter-invalid-hostname-sni-pass
12553,0315012553,LOG_ID_URL_FILTER_INVALID_CERT,Server certificate validation failed,Webfilter,urlfilter,Notice,118236,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12553/12553-log-id-url-filter-invalid-cert
12554,0315012554,LOG_ID_URL_FILTER_INVALID_SESSION,SSL session blocked because its identification number was unknown,Webfilter,urlfilter,Notice,118237,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12554/12554-log-id-url-filter-invalid-session
12555,0315012555,LOG_ID_URL_FILTER_SRV_CERT_ERR_BLK,SSL session blocked,Webfilter,urlfilter,Notice,118238,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12555/12555-log-id-url-filter-srv-cert-err-blk
12556,0315012556,LOG_ID_URL_FILTER_SRV_CERT_ERR_PASS,SSL session ignored,Webfilter,urlfilter,Notice,118239,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12556/12556-log-id-url-filter-srv-cert-err-pass
12557,0315012557,LOG_ID_URL_FILTER_FAMS_NOT_ACTIVE,The FortiGuard Analysis and Management Service is not active. You must enable this service,Webfilter,urlfilter,Critical,118240,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12557/12557-log-id-url-filter-fams-not-active
12558,0315012558,LOG_ID_URL_FILTER_RATING_ERR,Rating error occurred,Webfilter,urlfilter,Information,118241,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12558/12558-log-id-url-filter-rating-err
12559,0315012559,LOG_ID_URL_FILTER_PASS,URL passed because it was in the URL filter list,Webfilter,urlfilter,Information,118242,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12559/12559-log-id-url-filter-pass
12560,0315012560,LOG_ID_URL_WISP_BLOCK,URL blocked by Websense service,Webfilter,urlfilter,Warning,118243,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12560/12560-log-id-url-wisp-block
12561,0315012561,LOG_ID_URL_WISP_REDIR,URL blocked with redirect message by Websense service,Webfilter,urlfilter,Warning,118244,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12561/12561-log-id-url-wisp-redir
12562,0315012562,LOG_ID_URL_WISP_ALLOW,URL allowed by Websense service,Webfilter,urlfilter,Information,118245,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12562/12562-log-id-url-wisp-allow
12688,0345012688,LOG_ID_WEB_SSL_EXEMPT,URL address was exempted because it was found in the ssl-exempt,Webfilter,ssl-exempt,Information,118246,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12688/12688-log-id-web-ssl-exempt
12800,0318012800,LOG_ID_WEB_FTGD_ERR,Rating error occurred (error),Webfilter,ftgd_err,Error,118247,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12800/12800-log-id-web-ftgd-err
12801,0318012801,LOG_ID_WEB_FTGD_WARNING,Rating error occurred (warning),Webfilter,ftgd_err,Warning,118248,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12801/12801-log-id-web-ftgd-warning
12802,0340012802,LOG_ID_WEB_FTGD_QUOTA,Daily FortiGuard quota status,Webfilter,ftgd_quota,Information,118249,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/12802/12802-log-id-web-ftgd-quota
13056,0316013056,LOG_ID_WEB_FTGD_CAT_BLK,URL belongs to an blocked category within the firewall policy,Webfilter,ftgd_blk,Warning,118250,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13056/13056-log-id-web-ftgd-cat-blk
13057,0316013057,LOG_ID_WEB_FTGD_CAT_WARN,URL belongs to a category with warnings enabled,Webfilter,ftgd_blk,Warning,118251,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13057/13057-log-id-web-ftgd-cat-warn
13058,0316013058,LOG_ID_WEB_FTGD_RISK_BLK,URL belongs to an blocked risk-level within the firewall policy,Webfilter,ftgd_blk,Warning,118252,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13058/13058-log-id-web-ftgd-risk-blk
13312,0317013312,LOG_ID_WEB_FTGD_CAT_ALLOW,URL belongs to an allowed category within the firewall policy,Webfilter,ftgd_allow,Notice,118253,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13312/13312-log-id-web-ftgd-cat-allow
13313,0317013313,LOG_ID_WEB_FTGD_RISK_ALLOW,URL belongs to an allowed risk-level within the firewall policy,Webfilter,ftgd_allow,Notice,118254,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13313/13313-log-id-web-ftgd-risk-allow
13315,0338013315,LOG_ID_WEB_FTGD_QUOTA_COUNTING,FortiGuard web filter category quota counting log message,Webfilter,ftgd_quota_counting,Notice,118255,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13315/13315-log-id-web-ftgd-quota-counting
13316,0339013316,LOG_ID_WEB_FTGD_QUOTA_EXPIRED,FortiGuard web filter category quota expired log message,Webfilter,ftgd_quota_expired,Warning,118256,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13316/13316-log-id-web-ftgd-quota-expired
13317,0319013317,LOG_ID_WEB_URL,URL has been visited,Webfilter,urlmonitor,Notice,118257,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13317/13317-log-id-web-url
13318,0320013318,LOG_ID_WEB_DOMAIN_FRONTING,Domain fronting detected,Webfilter,domain-fronting,Notice,118258,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13318/13318-log-id-web-domain-fronting
13568,0335013568,LOG_ID_WEB_SCRIPTFILTER_ACTIVEX,ActiveX script removed,Webfilter,activexfilter,Notice,118259,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13568/13568-log-id-web-scriptfilter-activex
13573,0336013573,LOG_ID_WEB_SCRIPTFILTER_COOKIE,Cookie removed,Webfilter,cookiefilter,Notice,118260,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13573/13573-log-id-web-scriptfilter-cookie
13584,0337013584,LOG_ID_WEB_SCRIPTFILTER_APPLET,Java applet removed,Webfilter,appletfilter,Notice,118261,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13584/13584-log-id-web-scriptfilter-applet
13600,0341013600,LOG_ID_WEB_SCRIPTFILTER_OTHER,Script entity removed,Webfilter,scriptfilter,Notice,118262,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13600/13600-log-id-web-scriptfilter-other
13601,0336013601,LOG_ID_WEB_WF_COOKIE,Cookie removed entirely,Webfilter,cookiefilter,Notice,118263,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13601/13601-log-id-web-wf-cookie
13602,0336013602,LOG_ID_WEB_WF_REFERER,Referrer removed from request,Webfilter,cookiefilter,Notice,118264,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13602/13602-log-id-web-wf-referer
13603,0343013603,LOG_ID_WEB_WF_COMMAND_BLOCK,Command blocked,Webfilter,webfilter_command_block,Warning,118265,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13603/13603-log-id-web-wf-command-block
13616,0314013616,LOG_ID_CONTENT_TYPE_BLOCK,Blocked by HTTP header content type,Webfilter,content,Warning,118266,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13616/13616-log-id-content-type-block
13617,0314013617,LOG_ID_CONTENT_TYPE_EXEMPT,Exempted by HTTP header content type,Webfilter,content,Information,118267,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13617/13617-log-id-content-type-exempt
13632,0344013632,LOGID_HTTP_HDR_CHG_REQ,Depends on info in msg field,Webfilter,http_header_change,Notice,118268,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13632/13632-logid-http-hdr-chg-req
13633,0344013633,LOGID_HTTP_HDR_CHG_RESP,Depends on info in msg field,Webfilter,http_header_change,Notice,118269,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13633/13633-logid-http-hdr-chg-resp
13648,0346013648,LOG_ID_WEB_WF_ANTIPHISH_MATCH_URL_ALLOW,Antiphishing matched a URL filter rule without blocking the request.,Webfilter,antiphishing,Warning,118270,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13648/13648-log-id-web-wf-antiphish-match-url-allow
13649,0346013649,LOG_ID_WEB_WF_ANTIPHISH_MATCH_FTGD_ALLOW,Antiphishing matched a Fortiguard category rule without blocking the request.,Webfilter,antiphishing,Warning,118271,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13649/13649-log-id-web-wf-antiphish-match-ftgd-allow
13650,0346013650,LOG_ID_WEB_WF_ANTIPHISH_MATCH_DEFAULT_ALLOW,Antiphishing reached default action without blocking the request.,Webfilter,antiphishing,Warning,118272,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13650/13650-log-id-web-wf-antiphish-match-default-allow
13651,0346013651,LOG_ID_WEB_WF_ANTIPHISH_MATCH_URL_BLOCK,Antiphishing matched a URL filter rule and blocked the request.,Webfilter,antiphishing,Warning,118273,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13651/13651-log-id-web-wf-antiphish-match-url-block
13652,0346013652,LOG_ID_WEB_WF_ANTIPHISH_MATCH_FTGD_BLOCK,Antiphishing matched a Fortiguard category rule and blocked the request.,Webfilter,antiphishing,Warning,118274,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13652/13652-log-id-web-wf-antiphish-match-ftgd-block
13653,0346013653,LOG_ID_WEB_WF_ANTIPHISH_MATCH_DEFAULT_BLOCK,Antiphishing reached default action and blocked the request.,Webfilter,antiphishing,Warning,118275,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13653/13653-log-id-web-wf-antiphish-match-default-block
13664,0347013664,LOG_ID_VIDEOFILTER_CATEGORY_BLOCK,Video category is blocked.,Webfilter,videofilter-category,Warning,118276,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13664/13664-log-id-videofilter-category-block
13665,0347013665,LOG_ID_VIDEOFILTER_CATEGORY_MONITOR,Video category is monitored,Webfilter,videofilter-category,Notice,118277,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13665/13665-log-id-videofilter-category-monitor
13666,0347013666,LOG_ID_VIDEOFILTER_CATEGORY_ALLOW,Video category is allowed,Webfilter,videofilter-category,Notice,118278,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13666/13666-log-id-videofilter-category-allow
13680,0348013680,LOG_ID_VIDEOFILTER_CHANNEL_BLOCK,Video channel is blocked.,Webfilter,videofilter-channel,Warning,118279,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13680/13680-log-id-videofilter-channel-block
13681,0348013681,LOG_ID_VIDEOFILTER_CHANNEL_MONITOR,Video channel is monitored,Webfilter,videofilter-channel,Notice,118280,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13681/13681-log-id-videofilter-channel-monitor
13682,0348013682,LOG_ID_VIDEOFILTER_CHANNEL_ALLOW,Video channel is allowed,Webfilter,videofilter-channel,Notice,118281,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13682/13682-log-id-videofilter-channel-allow
13712,0350013712,LOG_ID_VIDEOFILTER_TITLE_BLOCK,Video title is blocked.,Webfilter,videofilter-title,Warning,118282,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13712/13712-log-id-videofilter-title-block
13713,0350013713,LOG_ID_VIDEOFILTER_TITLE_MONITOR,Video title is monitored,Webfilter,videofilter-title,Notice,118283,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13713/13713-log-id-videofilter-title-monitor
13714,0350013714,LOG_ID_VIDEOFILTER_TITLE_ALLOW,Video title is allowed,Webfilter,videofilter-title,Notice,118284,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13714/13714-log-id-videofilter-title-allow
13728,0351013728,LOG_ID_VIDEOFILTER_DESCRIPTION_BLOCK,Video description is blocked.,Webfilter,videofilter-description,Warning,118285,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13728/13728-log-id-videofilter-description-block
13729,0351013729,LOG_ID_VIDEOFILTER_DESCRIPTION_MONITOR,Video description is monitored,Webfilter,videofilter-description,Notice,118286,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13729/13729-log-id-videofilter-description-monitor
13730,0351013730,LOG_ID_VIDEOFILTER_DESCRIPTION_ALLOW,Video description is allowed,Webfilter,videofilter-description,Notice,118287,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/13730/13730-log-id-videofilter-description-allow
16384,0419016384,LOGID_ATTCK_SIGNATURE_TCP_UDP,Attack detected by UDP/TCP signature,IPS,signature,Alert,118288,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/16384/16384-logid-attck-signature-tcp-udp
16385,0419016385,LOGID_ATTCK_SIGNATURE_ICMP,Attack detected by ICMP signature,IPS,signature,Alert,118289,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/16385/16385-logid-attck-signature-icmp
16386,0419016386,LOGID_ATTCK_SIGNATURE_OTHERS,Attack detected by other signature,IPS,signature,Alert,118290,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/16386/16386-logid-attck-signature-others
16399,0421016399,LOGID_ATTACK_MALICIOUS_URL,Attack detected by a malicious URL,IPS,malicious-url,Warning,118291,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/16399/16399-logid-attack-malicious-url
16400,0422016400,LOGID_ATTACK_BOTNET_WARNING,Botnet C&amp;C Communication (warning),IPS,botnet,Warning,118292,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/16400/16400-logid-attack-botnet-warning
16401,0422016401,LOGID_ATTACK_BOTNET_NOTIF,Botnet C&amp;C Communication (notice),IPS,botnet,Notice,118293,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/16401/16401-logid-attack-botnet-notif
16402,0419016402,LOGID_ATTACK_SIGNATURE_L2,Ethernet protocols detection,IPS,signature,Warning,118294,https://docs.fortinet.com/document/fortigate/8.0.0/fortios-log-message-reference/16402/16402-logid-attack-signature-l2
